GKGRECORDID,V2_1DATE,V2SOURCECOLLECTIONIDENTIFIER,V2SOURCECOMMONNAME,V2DOCUMENTIDENTIFIER,V1COUNTS,V2_1COUNTS,V1THEMES,V2ENHANCEDTHEMES,V1LOCATIONS,V2ENHANCEDLOCATIONS,V1PERSONS,V2ENHANCEDPERSONS,V1ORGANIZATIONS,V2ENHANCEDORGANIZATIONS,V1_5TONE,V2_1ENHANCEDDATES,V2GCAM,V2_1SHARINGIMAGE,V2_1RELATEDIMAGES,V2_1SOCIALIMAGEEMBEDS,V2_1SOCIALVIDEOEMBEDS,V2_1QUOTATIONS,V2_1ALLNAMES,V2_1AMOUNTS,V2_1TRANSLATIONINFO,V2EXTRASXML
20170417121500-2029	20170417121500	1	abc13.com	http://abc13.com/society/date-night-watt-brings-girlfriend-to-rockets-game/1883140/					3#Toyota Center,Texas,United States#US#USTX#29.7525#-95.3619#2013935;3#Houston,Texas,United States#US#USTX#29.7633#-95.3633#1380948;2#Texas,United States#US#USTX#31.106#-97.6475#TX;3#Chicago,Illinois,United States#US#USIL#41.85#-87.6501#423587	2#Texans,United States#US#USTX##31.106#-97.6475#TX#355;3#Houston,Texas,United States#US#USTX#TX201#29.7633#-95.3633#1380948#62;3#Houston,Texas,United States#US#USTX#TX201#29.7633#-95.3633#1380948#333;3#Houston,Texas,United States#US#USTX#TX201#29.7633#-95.3633#1380948#402;3#Toyota Center,Texas,United States#US#USTX#TX201#29.7525#-95.3619#2013935#105;3#Chicago,Illinois,United States#US#USIL#IL031#41.85#-87.6501#423587#1220	russell westbrook;kealia ohai;james harden	Russell Westbrook,196;Kealia Ohai,22;Kealia Ohai,439;James Harden,176	oklahoma city thunder;toyota center	Oklahoma City Thunder,1366;Toyota Center,105	3.47490347490347,4.24710424710425,0.772200772200772
20170417121500-2030	20170417121500	1	india.com	http://www.india.com/news/agencies/states-should-follow-who-norms-for-piped-water-supply-centre-2037894/			WB_137_WATER;WATER_SECURITY;WB_1199_WATER_SUPPLY_AND_SANITATION;WB_138_WATER_SUPPLY;GENERAL_HEALTH;MEDICAL;ECON_DEVELOPMENTORGS;ECON_DEVELOPMENTORGS_WORLD_HEALTH_ORGANISATION;TAX_FNCACT;TAX_FNCACT_MINISTER;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;UNGP_CLEAN_WATER_SANITATION;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_363_FINANCIAL_INCLUSION;WB_364_CONSUMER_PROTECTION;CRISISLEX_C06_WATER_SANITATION;CRISISLEX_T06_SUPPLIES;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;LEADER;TAX_FNCACT_SECRETARY;TAX_FNCACT_CHAIRMAN;	GENERAL_GOVERNMENT,954;GENERAL_GOVERNMENT,1426;EPU_POLICY_GOVERNMENT,954;EPU_POLICY_GOVERNMENT,1426;GENERAL_HEALTH,175;GENERAL_HEALTH,366;MEDICAL,175;MEDICAL,366;TAX_FNCACT_CHAIRMAN,1717;WB_678_DIGITAL_GOVERNMENT,779;WB_694_BROADCAST_AND_MEDIA,779;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,779;LEADER,1610;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT,830;WB_363_FINANCIAL_INCLUSION,830;WB_364_CONSUMER_PROTECTION,830;WATER_SECURITY,54;WATER_SECURITY,621;WB_1199_WATER_SUPPLY_AND_SANITATION,54;WB_1199_WATER_SUPPLY_AND_SANITATION,621;WB_138_WATER_SUPPLY,54;WB_138_WATER_SUPPLY,621;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,504;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,567;WB_1462_WATER_SANITATION_AND_HYGIENE,504;WB_1462_WATER_SANITATION_AND_HYGIENE,567;WB_635_PUBLIC_HEALTH
20170417121500-2031	20170417121500	1	radioaustralia.net.au	http://www.radioaustralia.net.au/international/2017-04-17/geelongs-win-over-hawthorn-signals-end-of-an-era-for-afl-rivalry-and-hawks/1665394					4#Sydney,New South Wales,Australia#AS#AS02#-33.8833#151.217#-1603135	4#Sydney,New South Wales,Australia#AS#AS02#154637#-33.8833#151.217#-1603135#637	jarryd roughead;josh gibson;shaun burgoyne;tom stewart;daniel menzel;luke hodge;brandan parfitt;sam mitchell;alastair clarkson;james parsons;jordan lewis;sam menegola;tom hawkins	Jarryd Roughead,2426;Josh Gibson,2408;Shaun Burgoyne,2443;Tom Stewart,1656;Daniel Menzel,1707;Luke Hodge,2075;Brandan Parfitt,1767;Sam Mitchell,2318;Alastair Clarkson,2818;James Parsons,1672;Jordan Lewis,2333;Sam Menegola,1749;Tom Hawkins,1691			-1.52801358234295,3.90492359932088,5.43293718166384,9.33786078098472,21.7317487266553,0.33955857385399,536	1#0#0#2000#673	wc:536,c1.1:1,c12.1:56,c12.10:66
20170417121500-2032	20170417121500	1	maldonandburnhamstandard.co.uk	http://www.maldonandburnhamstandard.co.uk/news/countywide/15228394.Police_pledge_to_patrol_street_racing_hotspot_after_reckless_driver_caught_on_CCTV/			SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_DRIVER;EPU_ECONOMY_HISTORIC;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_DRIVERS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_SPENDING;CRISISLEX_C04_LOGISTICS_TRANSPORT;	EPU_ECONOMY_HISTORIC,474;WB_696_PUBLIC_SECTOR_MANAGEMENT,1019;WB_840_JUSTICE,1019;USPEC_POLICY1,1338;EPU_POLICY_SPENDING,1338;TAX_FNCACT_DRIVER,227;WB_1014_CRIMINAL_JUSTICE,1221;CRISISLEX_C04_LOGISTICS_TRANSPORT,1521;SECURITY_SERVICES,7;SECURITY_SERVICES,171;SECURITY_SERVICES,527;SECURITY_SERVICES,1066;SECURITY_SERVICES,1313;SECURITY_SERVICES,1517;SECURITY_SERVICES,2151;SECURITY_SERVICES,2232;TAX_FNCACT_POLICE,7;TAX_FNCACT_POLICE,171;TAX_FNCACT_POLICE,527;TAX_FNCACT_POLICE,1066;TAX_FNCACT_POLICE,1313;TAX_FNCACT_POLICE,1517;TAX_FNCACT_POLICE,2151;TAX_FNCACT_POLICE,2232;CRISISLEX_C07_SAFETY,7;CRISISLEX_C07_SAFETY,171;CRISISLEX_C07_SAFETY
20170417121500-2033	20170417121500	1	liverpoolecho.co.uk	http://www.liverpoolecho.co.uk/news/liverpool-news/gunmen-fired-wrong-house-west-12903081			SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;CRISISLEX_CRISISLEXREC;WOUND;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;TAX_WEAPONS;TAX_WEAPONS_GUN;TAX_FNCACT_DETECTIVES;TAX_FNCACT_CHIEF;TAX_FNCACT_INSPECTOR;TAX_MILITARY_TITLE_CHIEF_INSPECTOR;TAX_FNCACT_CHIEF_INSPECTOR;TAX_FNCACT_CRIMINALS;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_WEAPONS_FIREARMS;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;CRISISLEX_C08_TELECOM;	CRISISLEX_C08_TELECOM,1458;TAX_FNCACT_CHIEF,552;TAX_FNCACT_INSPECTOR,562;WB_2024_ANTI_CORRUPTION_AUTHORITIES,832;WB_696_PUBLIC_SECTOR_MANAGEMENT,832;WB_840_JUSTICE,832;WB_2025_INVESTIGATION,832;WB_831_GOVERNANCE,832;WB_832_ANTI_CORRUPTION,832;WB_1014_CRIMINAL_JUSTICE,832;TAX_MILITARY_TITLE_OFFICERS,200;TAX_FNCACT_OFFICERS,200;TAX_FNCACT_CRIMINALS,793;TAX_FNCACT_CRIMINALS,968;TAX_FNCACT_DETECTIVES,488;TAX_WEAPONS_FIREARMS,1125;SECURITY_SERVICES,7;SECURITY_SERVICES,151;TAX_FNCACT_POLICE,7;TAX_FNCACT_POLICE,151;CRISISLEX_C07_SAFETY,7;CRISISLEX_C07_SAFETY,151;TAX_MILITARY_TITLE_CHIEF_INSPECTOR,562;TAX_FNCACT_CHIEF_INSPECTOR,562;SOC_GENERALCRIME,990;EPU_CATS_MIGRATION_FEAR_FEAR,990;TAX_WEAPONS_GUN
20170417121500-2034	20170417121500	1	nwaonline.com	http://www.nwaonline.com/news/2017/apr/17/body-found-i-49-missing-woman-police-say/	KILL#49##0######;CRISISLEX_CRISISLEXREC#49##0######;CRISISLEX_T02_INJURED#49##0######;CRISISLEX_T03_DEAD#49##0######;CRISISLEX_T03_DEAD#49##0######;	KILL#49##0#######0;CRISISLEX_CRISISLEXREC#49##0#######0;CRISISLEX_T02_INJURED#49##0#######0;CRISISLEX_T03_DEAD#49##0#######0;CRISISLEX_T03_DEAD#49##0#######0;	TAX_FNCACT;TAX_FNCACT_WOMAN;KILL;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_AUTHORITIES;EPU_POLICY;EPU_POLICY_AUTHORITIES;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_SHERIFF;CRISISLEX_C07_SAFETY;TAX_FNCACT_CHIEF;TAX_FNCACT_DEPUTY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;EXHUMATION;WB_168_ROADS_AND_HIGHWAYS;WB_135_TRANSPORT;WB_1809_HIGHWAYS;WB_1803_TRANSPORT_INFRASTRUCTURE;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_FNCACT_INVESTIGATOR;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;	TAX_FNCACT_DEPUTY,364;GENERAL_GOVERNMENT,172;EPU_POLICY_GOVERNMENT,172;TAX_FNCACT_CHIEF,357;WB_168_ROADS_AND_HIGHWAYS,622;WB_135_TRANSPORT,622;WB_1809_HIGHWAYS,622;WB_1803_TRANSPORT_INFRASTRUCTURE,622;TAX_FNCACT_WOMAN,8;TAX_FNCACT_WOMAN,98;TAX_WORLDMAMMALS_HUMAN,586;WB_2024_ANTI_CORRUPTION_AUTHORITIES,852;WB_696_PUBLIC_SECTOR_MANAGEMENT,852;WB_840_JUSTICE,852;WB_2025_INVESTIGATION,852;WB_831_GOVERNANCE,852;WB_832_ANTI_CORRUPTION,852;WB_1014_CRIMINAL_JUSTICE,852;EXHUMATION,594;MANMADE_DISASTER_IMPLIED,33;TAX_FNCACT_INVESTIGATOR,809;TAX_FNCACT_SHERIFF,247;TAX_FNCACT_SHERIFF,521;CRISISLEX_C07_SAFETY,247;CRISISLEX_C07_SAFETY,521;SECURITY_SERVICES,662;SECURITY_SERVICES
20170417121500-2035	20170417121500	1	4-traders.com	http://www.4-traders.com/news/Malta-Financial-Services-Authority-Surrender-of-Licence-by-Valoris-Fund-SICAV-plc--24216452/			EPU_POLICY;EPU_POLICY_REGULATORY;	EPU_POLICY_REGULATORY,573;	1#Malta#MT#MT#35.8333#14.5833#MT	1#Malta#MT#MT##35.8333#14.5833#MT#6;1#Malta#MT#MT##35.8333#14.5833#MT#279;1#Malta#MT#MT##35.8333#14.5833#MT#708;1#Malta#MT#MT##35.8333#14.5833#MT#764			communications unit malta financial services authority;malta financial services authority;valoris fund;valoris equity growth fund the sub	Communications Unit Malta Financial Services Authority,737;Malta Financial Services Authority,35;Malta Financial Services Authority,308;Malta Financial Services Authority,737;Malta Financial Services Authority,793;Valoris Fund,74;Valoris Fund,153;Valoris Fund,229	-3.06748466257669,0,3.06748466257669,3.06748466257669,19.6319018404908,0,138		wc:138,c12.1:7,c12.10:19,c12.12:8,c12.13:6,c12.14:5,c12.3:4,c12.4:2,c12.5:1,c12.7:8,c12.8:8,c12.9:5
20170417121500-2036	20170417121500	1	asiaone.com	http://forums.asiaone.com/showthread.php?s=b2449517386b12285cabcbc59e47f9e0&t=87539			TAX_FNCACT;TAX_FNCACT_CHAMPIONS;EPU_CATS_REGULATION;WB_678_DIGITAL_GOVERNMENT;WB_670_ICT_SECURITY;WB_680_PERSONAL_DATA_PROTECTION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;CRISISLEX_CRISISLEXREC;	EPU_CATS_REGULATION,1238;TAX_FNCACT_CHAMPIONS,62;TAX_FNCACT_CHAMPIONS,165;TAX_FNCACT_CHAMPIONS,273;TAX_FNCACT_CHAMPIONS,411;TAX_FNCACT_CHAMPIONS,519;TAX_FNCACT_CHAMPIONS,657;TAX_FNCACT_CHAMPIONS,765;TAX_FNCACT_CHAMPIONS,832;TAX_FNCACT_CHAMPIONS,940;TAX_FNCACT_CHAMPIONS,1007;TAX_FNCACT_CHAMPIONS,1115;CRISISLEX_CRISISLEXREC,1556;WB_678_DIGITAL_GOVERNMENT,1334;WB_670_ICT_SECURITY,1334;WB_680_PERSONAL_DATA_PROTECTION,1334;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1334;	1#Singapore#SN#SN#1.3667#103.8#SN	1#Singapore#SN#SN##1.3667#103.8#SN#192;1#Singapore#SN#SN##1.3667#103.8#SN#438;1#Singapore#SN#SN##1.3667#103.8#SN#684;1#Singapore#SN#SN##1.3667#103.8#SN#859;1#Singapore#SN#SN##1.3667#103.8#SN#1034;1#Singapore#SN#SN##1.3667#103.8#SN#1142;1#Singapore#SN#SN##1.3667#103.8#SN#1262			singapore press holdings ltd	Singapore Press Holdings Ltd,1281	2.14285714285714,5,2.85714285714286,7.85714285714286,23.2142857142857,1.78571428571429,263	1#0#0#2014#1427	wc:263,c12.1:28,c12.10:25
20170417121500-2037	20170417121500	1	webindia123.com	http://news.webindia123.com/news/Articles/India/20170417/3094353.html			LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_OFFICIAL;TAX_FNCACT_LEADERS;TAX_ETHNICITY;TAX_ETHNICITY_NEPALESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_NEPALESE;TAX_FNCACT_MINISTER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_FINANCE_MINISTER;TAX_ETHNICITY_INDIAN;TAX_FNCACT_OFFICIALS;WB_471_ECONOMIC_GROWTH;WB_1078_DETERMINANTS_OF_GROWTH;WB_1081_FINANCE_AND_GROWTH;WB_863_FDI_SPILLOVERS;TAX_FNCACT_SECRETARY;	TAX_ETHNICITY_INDIAN,921;TAX_FNCACT_FINANCE_MINISTER,848;TAX_FNCACT_PRIME_MINISTER,735;TAX_ETHNICITY_NEPALESE,592;TAX_WORLDLANGUAGES_NEPALESE,592;TAX_FNCACT_LEADERS,399;TAX_FNCACT_LEADERS,871;WB_471_ECONOMIC_GROWTH,1142;WB_1078_DETERMINANTS_OF_GROWTH,1142;WB_1081_FINANCE_AND_GROWTH,1142;WB_863_FDI_SPILLOVERS,1142;LEADER,16;LEADER,70;LEADER,483;LEADER,602;LEADER,694;TAX_FNCACT_PRESIDENT,16;TAX_FNCACT_PRESIDENT,70;TAX_FNCACT_PRESIDENT,483;TAX_FNCACT_PRESIDENT,602;TAX_FNCACT_PRESIDENT,694;USPEC_POLITICS_GENERAL1,16;USPEC_POLITICS_GENERAL1,70;USPEC_POLITICS_GENERAL1,483;USPEC_POLITICS_GENERAL1,602;USPEC_POLITICS_GENERAL1,694;TAX_FNCACT_OFFICIALS
20170417121500-2038	20170417121500	1	rt.com	https://www.rt.com/news/385022-indian-army-human-shield-kashmir/	KILL#8##0######;CRISISLEX_T03_DEAD#8##0######;PROTEST#8##0######;	KILL#8##0#######2036;CRISISLEX_T03_DEAD#8##0#######2036;PROTEST#8##0#######2036;	KIDNAP;TAX_FNCACT;TAX_FNCACT_MAN;MILITARY;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;MEDIA_SOCIAL;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_OPERATOR;LEADER;TAX_FNCACT_POLITICIAN;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_FNCACT_SEPARATISTS;SEPARATISTS;ECON_BOYCOTT;ELECTION;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;KILL;CRISISLEX_T03_DEAD;PROTEST;UNREST_STONETHROWING;	UNREST_STONETHROWING,2149;MEDIA_SOCIAL,555;MEDIA_SOCIAL,1115;WB_678_DIGITAL_GOVERNMENT,636;WB_678_DIGITAL_GOVERNMENT,960;WB_694_BROADCAST_AND_MEDIA,636;WB_694_BROADCAST_AND_MEDIA,960;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,636;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,960;WB_2024_ANTI_CORRUPTION_AUTHORITIES,369;WB_696_PUBLIC_SECTOR_MANAGEMENT,369;WB_840_JUSTICE,369;WB_2025_INVESTIGATION,369;WB_831_GOVERNANCE,369;WB_832_ANTI_CORRUPTION,369;WB_1014_CRIMINAL_JUSTICE,369;PROTEST,2115;ELECTION,1536;ELECTION,1580;EPU_CATS_MIGRATION_FEAR_FEAR,733;LEADER,973;TAX_FNCACT_POLITICIAN,973;TAX_FNCACT_SEPARATISTS,1486;SEPARATISTS,1486;TAX_ETHNICITY_INDIAN,322;TAX_ETHNICITY_INDIAN,1084;MILITARY
20170417121500-2039	20170417121500	1	philstar.com	http://m.philstar.com/lifestyle/show/08e53f983466a9fbb4a6670c70d1bf56?t=9116oi5hc8cuhk0bffm9gbm991			TAX_ETHNICITY;TAX_ETHNICITY_FILIPINOS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FILIPINOS;TAX_ETHNICITY_EUROPEANS;TAX_FNCACT;TAX_FNCACT_AMBASSADOR;TAX_FNCACT_CITIZENS;TAX_ETHNICITY_FILIPINO;TAX_WORLDLANGUAGES_FILIPINO;USPEC_UNCERTAINTY1;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_HIGH_SCHOOL;TAX_FNCACT_STUDENTS;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT_JUDGES;TAX_FNCACT_ARTIST;TAX_FNCACT_OFFICIAL;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;	MEDIA_SOCIAL,3044;MEDIA_SOCIAL,3061;TAX_ETHNICITY_FILIPINO,1859;TAX_WORLDLANGUAGES_FILIPINO,1859;TAX_ETHNICITY_EUROPEANS,969;TAX_FNCACT_JUDGES,2097;SOC_POINTSOFINTEREST_COLLEGE,1965;EDUCATION,1946;SOC_POINTSOFINTEREST_SCHOOL,1946;USPEC_UNCERTAINTY1,1914;TAX_FNCACT_ARTIST,2127;WB_678_DIGITAL_GOVERNMENT,2869;WB_694_BROADCAST_AND_MEDIA,2869;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,2869;TAX_FNCACT_STUDENTS,1955;TAX_FNCACT_STUDENTS,1974;SOC_POINTSOFINTEREST_HIGH_SCHOOL,1946;TAX_FNCACT_AMBASSADOR,1237;TAX_FNCACT_AMBASSADOR,2170;TAX_ETHNICITY_FILIPINOS,617;TAX_ETHNICITY_FILIPINOS,1404;TAX_ETHNICITY_FILIPINOS,1505;TAX_ETHNICITY_FILIPINOS,1606;TAX_ETHNICITY_FILIPINOS,1819;TAX_WORLDLANGUAGES_FILIPINOS,617;TAX_WORLDLANGUAGES_FILIPINOS,1404;TAX_WORLDLANGUAGES_FILIPINOS
20170417121500-2040	20170417121500	1	macon.com	http://www.macon.com/news/nation-world/article144969539.html	KILL#86##1#France#FR#FR#46#2#FR;CRISISLEX_T03_DEAD#86##1#France#FR#FR#46#2#FR;	KILL#86##1#France#FR#FR#46#2#FR#521;CRISISLEX_T03_DEAD#86##1#France#FR#FR#46#2#FR#521;	TAX_FNCACT;TAX_FNCACT_CANDIDATE;EXTREMISM;TAX_FNCACT_LEADER;MARITIME_PIRACY;CRISISLEX_C07_SAFETY;MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;TAX_ETHNICITY;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FRENCH;CRISISLEX_CRISISLEXREC;KILL;CRISISLEX_T03_DEAD;UNGP_FORESTS_RIVERS_OCEANS;EPU_UNCERTAINTY;ELECTION;TAX_FNCACT_CANDIDATES;USPEC_UNCERTAINTY1;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_BANKER;TAX_FNCACT_INVESTMENT_BANKER;EPU_ECONOMY_HISTORIC;MEDIA_MSM;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIAN;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_FNCACT_CHILDREN;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;POLITICAL_TURMOIL;STATE_OF_EMERGENCY;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;	GENERAL_GOVERNMENT,2077;EPU_POLICY_GOVERNMENT,2077;TAX_FNCACT_CANDIDATES,1100;CRISISLEX_CRISISLEXREC,551;CRISISLEX_CRISISLEXREC,2277;CRISISLEX_C07_SAFETY,183;TAX_FNCACT_CANDIDATE,110;TAX_FNCACT_CANDIDATE,274;TAX_FNCACT_CANDIDATE,428;TAX_FNCACT_CANDIDATE,1346;EPU_UNCERTAINTY,725;POLITICAL_TURMOIL,2370;STATE_OF_EMERGENCY,2370;MARITIME_PIRACY,151;TAX_FNCACT_BANKER,1635;ELECTION,865;ELECTION,1308;ELECTION,2259;ELECTION,2319;WB_2670_JOBS,2082;WB_1467_EDUCATION_FOR_ALL,2082;WB_470_EDUCATION,2082;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS,2082;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET,2082;USPEC_UNCERTAINTY1,1472;MEDIA_MSM,1744;TAX_ETHNICITY_FRENCH
20170417121500-2041	20170417121500	1	iheart.com	http://mysouth1061.iheart.com/articles/national-news-104668/goat-saves-family-from-fire-15744360/			TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_GOAT;MANMADE_DISASTER;MANMADE_DISASTER_HOUSE_FIRE;DISASTER_FIRE;TAX_FNCACT;TAX_FNCACT_FATHER;	MANMADE_DISASTER_HOUSE_FIRE,80;DISASTER_FIRE,80;TAX_WORLDMAMMALS_GOAT,27;TAX_WORLDMAMMALS_GOAT,217;TAX_WORLDMAMMALS_GOAT,413;TAX_FNCACT_FATHER,496;	2#Arkansas,United States#US#USAR#34.9513#-92.3809#AR;3#Poinsett County,Arkansas,United States#US#USAR#35.5667#-90.6501#69174	3#Poinsett County,Arkansas,United States#US#USAR#AR111#35.5667#-90.6501#69174#168;2#Arkansas,United States#US#USAR##34.9513#-92.3809#AR#11	abigail bruce	Abigail Bruce,106			2.77777777777778,4.62962962962963,1.85185185185185,6.48148148148148,22.2222222222222,0,98		wc:98,c12.1:2,c12.10:5,c12.13:1,c12.14:4,c12.3:1,c12.5:2,c12.7:1
20170417121500-2042	20170417121500	1	goondiwindiargus.com.au	http://www.goondiwindiargus.com.au/story/4601881/sam-and-the-giant-orange-pumpkin/?cs=2452			WB_135_TRANSPORT;MEDIA_SOCIAL;AFFECT;	MEDIA_SOCIAL,1052;AFFECT,1111;WB_135_TRANSPORT,863;	4#Launceston,Tasmania,Australia#AS#AS06#-41.4388#147.135#-1583138	4#Launceston,Tasmania,Australia#AS#AS06#5346#-41.4388#147.135#-1583138#102;4#Launceston,Tasmania,Australia#AS#AS06#5346#-41.4388#147.135#-1583138#139;4#Launceston,Tasmania,Australia#AS#AS06#5346#-41.4388#147.135#-1583138#297;4#Launceston,Tasmania,Australia#AS#AS06#5346#-41.4388#147.135#-1583138#427;4#Launceston,Tasmania,Australia#AS#AS06#5346#-41.4388#147.135#-1583138#1028;4#Launceston,Tasmania,Australia#AS#AS06#5346#-41.4388#147.135#-1583138#1362;4#Launceston,Tasmania,Australia#AS#AS06#5346#-41.4388#147.135#-1583138#1470	sam gregory;ailbe hall;phillip biggsforget james;johanna bakerdowdell johanna	Sam Gregory,41;Sam Gregory,247;Sam Gregory,964;Ailbe Hall,1443;Phillip Biggsforget James,221	launceston horticultural society;launceston horticultural society autumn show		1.11940298507463,1.49253731343284,0.373134328358209
